ioc,threat_type,threat_type_desc,ioc_type,ioc_type_desc,malware,malware_printable,malware_alias,malware_malpedia,confidence_level,first_seen,last_seen,reference,reporter
b97812a2e6be54e725defbab88357fa2,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:53 UTC,,,TheRavenFile
3c311cabe7de6a8c104f8f10541d392d,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:52 UTC,,,TheRavenFile
d44071f255785c73909d64f824331ebf,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:52 UTC,,,TheRavenFile
9db8f7378e2df01c842cfcb617e64475,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:51 UTC,,,TheRavenFile
9a218d69ecafe65eae264d2fdb52f1aa,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:51 UTC,,,TheRavenFile
https://check.bzhzm.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-17 18:50:51 UTC,,,anonymous
check.bzhzm.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-17 18:50:49 UTC,,,threatcat_ch
d54bae930b038950c2947f5397c13f84,payload,Indicator that identifies a malware sample (payload),md5_hash,MD5 hash of a malware sample (payload),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:50:49 UTC,,,TheRavenFile
185.147.125.147:417,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:48 UTC,,,Bitsight
185.243.96.115:421,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:47 UTC,,,Bitsight
193.143.1.5:429,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:46 UTC,,,Bitsight
185.42.12.45:419,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:46 UTC,,,Bitsight
185.7.214.51:424,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:45 UTC,,,Bitsight
185.147.125.147:426,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:44 UTC,,,Bitsight
nestlecompany.world,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-17 18:50:43 UTC,,https://app.any.run/tasks/9f2484f7-d96f-4fa3-90c7-d7968bb53597,ventoy
185.42.12.45:429,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:42 UTC,,,Bitsight
185.147.125.147:422,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:41 UTC,,,Bitsight
193.143.1.5:424,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:41 UTC,,,Bitsight
193.143.1.5:420,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:40 UTC,,,Bitsight
185.243.96.115:416,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.tofsee,Tofsee,Gheg,https://malpedia.caad.fkie.fraunhofer.de/details/win.tofsee,100,2025-02-17 18:50:40 UTC,,,Bitsight
https://mail.wingsaviationacademy.in/,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:47:34 UTC,,https://urlscan.io/result/7f831ad6-218e-49df-8eb9-f2e428f9ff2a,juroots
https://my.salviatech.com/,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:47:33 UTC,,https://urlscan.io/result/9778cd72-9f0d-456b-8ed4-5979076cdd75,juroots
https://mail.cambodiatouristservice.com/,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:47:32 UTC,,https://urlscan.io/result/dcd5c746-e50a-4a18-b4ac-41272e8aa469,juroots
https://misano.gestroom.it/,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:47:31 UTC,,https://urlscan.io/result/db0935d6-8f76-4506-83ae-edb958a7e9ed,juroots
https://sales.mypetapp.co.za/,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-17 18:47:30 UTC,,https://urlscan.io/result/4c2a6119-a2a7-4c77-b6d4-b06ec7369788,juroots
tour-agency-media.pages.dev,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-17 17:42:16 UTC,,,crep1x
site-accessing.gl.at.ply.gg,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.xworm,XWorm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.xworm,50,2025-02-17 17:25:15 UTC,,,juroots
eddy2024.ddns.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,50,2025-02-17 17:24:53 UTC,,,juroots
eddy2025.ddns.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,50,2025-02-17 17:24:53 UTC,,,juroots
levangiang2004-60241.portmap.io,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.quasar_rat,Quasar RAT,"CinaRAT,QuasarRAT,Yggdrasil",https://malpedia.caad.fkie.fraunhofer.de/details/win.quasar_rat,50,2025-02-17 17:24:35 UTC,,,juroots
www.weqpo.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:43 UTC,,,juroots
www.wub.lat,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:43 UTC,,,juroots
www.xilis.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:43 UTC,,,juroots
www.yshopva.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:43 UTC,,,juroots
www.nnot.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.oftstarters.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.oftware-download-42246.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.om-exchange-nft743640.sbs,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.onstruction-services-27125.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.ontentexclusive.shop,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.q-test-45673.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.raffitishop.online,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.ramingfaith.shop,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.raphic-design-degree-15820.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.razyfbteam.store,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.rls.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.rofesyonelwebtasarimi.online,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.sibot.tech,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.tbldg.world,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.uego.wtf,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.urasiindo4dpools.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.utomation-tools-92232.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.utter-and-roof-cleaning.today,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.vplay.tech,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:42 UTC,,,juroots
www.ental-implants-49625.bond,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:41 UTC,,,juroots
www.esiarbet17.live,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:41 UTC,,,juroots
www.esignix.xyz,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.formbook,Formbook,win.xloader,https://malpedia.caad.fkie.fraunhofer.de/details/win.formbook,50,2025-02-17 17:23:41 UTC,,,juroots
